label,pix1,pix2
0,['135' '136' '136' '136' '134' '134' '137' '136' '134' '137'],['143' '143' '144' '142' '143' '143' '143' '142' '143' '143']
0,['136' '136' '136' '134' '134' '137' '136' '134' '137' '135'],['143' '144' '142' '143' '143' '143' '142' '143' '143' '143']
0,['136' '136' '134' '134' '137' '136' '134' '137' '135' '137'],['144' '142' '143' '143' '143' '142' '143' '143' '143' '143']
0,['136' '134' '134' '137' '136' '134' '137' '135' '137' '136'],['142' '143' '143' '143' '142' '143' '143' '143' '143' '145']
0,['134' '134' '137' '136' '134' '137' '135' '137' '136' '135'],['143' '143' '143' '142' '143' '143' '143' '143' '145' '143']
0,['134' '137' '136' '134' '137' '135' '137' '136' '135' '136'],['143' '143' '142' '143' '143' '143' '143' '145' '143' '145']
0,['137' '136' '134' '137' '135' '137' '136' '135' '136' '137'],['143' '142' '143' '143' '143' '143' '145' '143' '145' '143']
0,['136' '134' '137' '135' '137' '136' '135' '136' '137' '134'],['142' '143' '143' '143' '143' '145' '143' '145' '143' '143']
0,['134' '137' '135' '137' '136' '135' '136' '137' '134' '135'],['143' '143' '143' '143' '145' '143' '145' '143' '143' '144']
0,['137' '135' '137' '136' '135' '136' '137' '134' '135' '136'],['143' '143' '143' '145' '143' '145' '143' '143' '144' '144']
0,['135' '137' '136' '135' '136' '137' '134' '135' '136' '136'],['143' '143' '145' '143' '145' '143' '143' '144' '144' '143']
0,['137' '136' '135' '136' '137' '134' '135' '136' '136' '136'],['143' '145' '143' '145' '143' '143' '144' '144' '143' '144']
0,['136' '135' '136' '137' '134' '135' '136' '136' '136' '135'],['145' '143' '145' '143' '143' '144' '144' '143' '144' '144']
0,['135' '136' '137' '134' '135' '136' '136' '136' '135' '136'],['143' '145' '143' '143' '144' '144' '143' '144' '144' '143']
0,['136' '137' '134' '135' '136' '136' '136' '135' '136' '136'],['145' '143' '143' '144' '144' '143' '144' '144' '143' '143']
0,['137' '134' '135' '136' '136' '136' '135' '136' '136' '136'],['143' '143' '144' '144' '143' '144' '144' '143' '143' '144']
0,['134' '135' '136' '136' '136' '135' '136' '136' '136' '134'],['143' '144' '144' '143' '144' '144' '143' '143' '144' '144']
0,['135' '136' '136' '136' '135' '136' '136' '136' '134' '134'],['144' '144' '143' '144' '144' '143' '143' '144' '144' '144']
0,['136' '136' '136' '135' '136' '136' '136' '134' '134' '136'],['144' '143' '144' '144' '143' '143' '144' '144' '144' '143']
0,['136' '136' '135' '136' '136' '136' '134' '134' '136' '135'],['143' '144' '144' '143' '143' '144' '144' '144' '143' '144']
0,['136' '135' '136' '136' '136' '134' '134' '136' '135' '135'],['144' '144' '143' '143' '144' '144' '144' '143' '144' '144']
0,['135' '136' '136' '136' '134' '134' '136' '135' '135' '135'],['144' '143' '143' '144' '144' '144' '143' '144' '144' '143']
0,['136' '136' '136' '134' '134' '136' '135' '135' '135' '137'],['143' '143' '144' '144' '144' '143' '144' '144' '143' '144']
0,['136' '136' '134' '134' '136' '135' '135' '135' '137' '136'],['143' '144' '144' '144' '143' '144' '144' '143' '144' '142']
0,['136' '134' '134' '136' '135' '135' '135' '137' '136' '134'],['144' '144' '144' '143' '144' '144' '143' '144' '142' '144']
0,['134' '134' '136' '135' '135' '135' '137' '136' '134' '135'],['144' '144' '143' '144' '144' '143' '144' '142' '144' '143']
0,['134' '136' '135' '135' '135' '137' '136' '134' '135' '135'],['144' '143' '144' '144' '143' '144' '142' '144' '143' '145']
0,['136' '135' '135' '135' '137' '136' '134' '135' '135' '136'],['143' '144' '144' '143' '144' '142' '144' '143' '145' '143']
0,['135' '135' '135' '137' '136' '134' '135' '135' '136' '137'],['144' '144' '143' '144' '142' '144' '143' '145' '143' '142']
0,['135' '135' '137' '136' '134' '135' '135' '136' '137' '137'],['144' '143' '144' '142' '144' '143' '145' '143' '142' '143']
0,['135' '137' '136' '134' '135' '135' '136' '137' '137' '137'],['143' '144' '142' '144' '143' '145' '143' '142' '143' '145']
0,['137' '136' '134' '135' '135' '136' '137' '137' '137' '137'],['144' '142' '144' '143' '145' '143' '142' '143' '145' '143']
0,['136' '134' '135' '135' '136' '137' '137' '137' '137' '136'],['142' '144' '143' '145' '143' '142' '143' '145' '143' '144']
0,['134' '135' '135' '136' '137' '137' '137' '137' '136' '133'],['144' '143' '145' '143' '142' '143' '145' '143' '144' '142']
0,['135' '135' '136' '137' '137' '137' '137' '136' '133' '136'],['143' '145' '143' '142' '143' '145' '143' '144' '142' '144']
0,['135' '136' '137' '137' '137' '137' '136' '133' '136' '136'],['145' '143' '142' '143' '145' '143' '144' '142' '144' '143']
0,['136' '137' '137' '137' '137' '136' '133' '136' '136' '136'],['143' '142' '143' '145' '143' '144' '142' '144' '143' '143']
0,['137' '137' '137' '137' '136' '133' '136' '136' '136' '137'],['142' '143' '145' '143' '144' '142' '144' '143' '143' '143']
0,['137' '137' '137' '136' '133' '136' '136' '136' '137' '135'],['143' '145' '143' '144' '142' '144' '143' '143' '143' '144']
0,['137' '137' '136' '133' '136' '136' '136' '137' '135' '136'],['145' '143' '144' '142' '144' '143' '143' '143' '144' '144']
0,['137' '136' '133' '136' '136' '136' '137' '135' '136' '137'],['143' '144' '142' '144' '143' '143' '143' '144' '144' '142']
0,['136' '133' '136' '136' '136' '137' '135' '136' '137' '136'],['144' '142' '144' '143' '143' '143' '144' '144' '142' '143']
0,['133' '136' '136' '136' '137' '135' '136' '137' '136' '137'],['142' '144' '143' '143' '143' '144' '144' '142' '143' '144']
0,['136' '136' '136' '137' '135' '136' '137' '136' '137' '136'],['144' '143' '143' '143' '144' '144' '142' '143' '144' '143']
0,['136' '136' '137' '135' '136' '137' '136' '137' '136' '136'],['143' '143' '143' '144' '144' '142' '143' '144' '143' '143']
0,['136' '137' '135' '136' '137' '136' '137' '136' '136' '135'],['143' '143' '144' '144' '142' '143' '144' '143' '143' '143']
0,['137' '135' '136' '137' '136' '137' '136' '136' '135' '133'],['143' '144' '144' '142' '143' '144' '143' '143' '143' '142']
0,['135' '136' '137' '136' '137' '136' '136' '135' '133' '131'],['144' '144' '142' '143' '144' '143' '143' '143' '142' '142']
0,['136' '137' '136' '137' '136' '136' '135' '133' '131' '133'],['144' '142' '143' '144' '143' '143' '143' '142' '142' '140']
0,['137' '136' '137' '136' '136' '135' '133' '131' '133' '133'],['142' '143' '144' '143' '143' '143' '142' '142' '140' '141']
0,['136' '137' '136' '136' '135' '133' '131' '133' '133' '137'],['143' '144' '143' '143' '143' '142' '142' '140' '141' '141']
0,['137' '136' '136' '135' '133' '131' '133' '133' '137' '135'],['144' '143' '143' '143' '142' '142' '140' '141' '141' '141']
0,['136' '136' '135' '133' '131' '133' '133' '137' '135' '135'],['143' '143' '143' '142' '142' '140' '141' '141' '141' '143']
0,['136' '135' '133' '131' '133' '133' '137' '135' '135' '135'],['143' '143' '142' '142' '140' '141' '141' '141' '143' '145']
0,['135' '133' '131' '133' '133' '137' '135' '135' '135' '134'],['143' '142' '142' '140' '141' '141' '141' '143' '145' '143']
0,['133' '131' '133' '133' '137' '135' '135' '135' '134' '136'],['142' '142' '140' '141' '141' '141' '143' '145' '143' '142']
0,['131' '133' '133' '137' '135' '135' '135' '134' '136' '136'],['142' '140' '141' '141' '141' '143' '145' '143' '142' '144']
0,['133' '133' '137' '135' '135' '135' '134' '136' '136' '137'],['140' '141' '141' '141' '143' '145' '143' '142' '144' '143']
0,['133' '137' '135' '135' '135' '134' '136' '136' '137' '136'],['141' '141' '141' '143' '145' '143' '142' '144' '143' '143']
0,['137' '135' '135' '135' '134' '136' '136' '137' '136' '135'],['141' '141' '143' '145' '143' '142' '144' '143' '143' '142']
0,['135' '135' '135' '134' '136' '136' '137' '136' '135' '136'],['141' '143' '145' '143' '142' '144' '143' '143' '142' '143']
0,['135' '135' '134' '136' '136' '137' '136' '135' '136' '136'],['143' '145' '143' '142' '144' '143' '143' '142' '143' '144']
0,['135' '134' '136' '136' '137' '136' '135' '136' '136' '135'],['145' '143' '142' '144' '143' '143' '142' '143' '144' '142']
0,['134' '136' '136' '137' '136' '135' '136' '136' '135' '136'],['143' '142' '144' '143' '143' '142' '143' '144' '142' '143']
0,['136' '136' '137' '136' '135' '136' '136' '135' '136' '134'],['142' '144' '143' '143' '142' '143' '144' '142' '143' '143']
0,['136' '137' '136' '135' '136' '136' '135' '136' '134' '136'],['144' '143' '143' '142' '143' '144' '142' '143' '143' '144']
0,['137' '136' '135' '136' '136' '135' '136' '134' '136' '137'],['143' '143' '142' '143' '144' '142' '143' '143' '144' '145']
0,['136' '135' '136' '136' '135' '136' '134' '136' '137' '134'],['143' '142' '143' '144' '142' '143' '143' '144' '145' '143']
0,['135' '136' '136' '135' '136' '134' '136' '137' '134' '135'],['142' '143' '144' '142' '143' '143' '144' '145' '143' '143']
0,['136' '136' '135' '136' '134' '136' '137' '134' '135' '137'],['143' '144' '142' '143' '143' '144' '145' '143' '143' '143']
0,['136' '135' '136' '134' '136' '137' '134' '135' '137' '135'],['144' '142' '143' '143' '144' '145' '143' '143' '143' '144']
0,['135' '136' '134' '136' '137' '134' '135' '137' '135' '136'],['142' '143' '143' '144' '145' '143' '143' '143' '144' '143']
0,['136' '134' '136' '137' '134' '135' '137' '135' '136' '136'],['143' '143' '144' '145' '143' '143' '143' '144' '143' '144']
0,['134' '136' '137' '134' '135' '137' '135' '136' '136' '135'],['143' '144' '145' '143' '143' '143' '144' '143' '144' '144']
0,['136' '137' '134' '135' '137' '135' '136' '136' '135' '135'],['144' '145' '143' '143' '143' '144' '143' '144' '144' '143']
0,['137' '134' '135' '137' '135' '136' '136' '135' '135' '136'],['145' '143' '143' '143' '144' '143' '144' '144' '143' '144']
0,['134' '135' '137' '135' '136' '136' '135' '135' '136' '135'],['143' '143' '143' '144' '143' '144' '144' '143' '144' '144']
0,['135' '137' '135' '136' '136' '135' '135' '136' '135' '136'],['143' '143' '144' '143' '144' '144' '143' '144' '144' '143']
0,['137' '135' '136' '136' '135' '135' '136' '135' '136' '135'],['143' '144' '143' '144' '144' '143' '144' '144' '143' '144']
0,['135' '136' '136' '135' '135' '136' '135' '136' '135' '136'],['144' '143' '144' '144' '143' '144' '144' '143' '144' '143']
0,['136' '136' '135' '135' '136' '135' '136' '135' '136' '135'],['143' '144' '144' '143' '144' '144' '143' '144' '143' '144']
0,['136' '135' '135' '136' '135' '136' '135' '136' '135' '137'],['144' '144' '143' '144' '144' '143' '144' '143' '144' '144']
0,['135' '135' '136' '135' '136' '135' '136' '135' '137' '135'],['144' '143' '144' '144' '143' '144' '143' '144' '144' '142']
0,['135' '136' '135' '136' '135' '136' '135' '137' '135' '136'],['143' '144' '144' '143' '144' '143' '144' '144' '142' '143']
0,['136' '135' '136' '135' '136' '135' '137' '135' '136' '136'],['144' '144' '143' '144' '143' '144' '144' '142' '143' '144']
0,['135' '136' '135' '136' '135' '137' '135' '136' '136' '135'],['144' '143' '144' '143' '144' '144' '142' '143' '144' '144']
0,['136' '135' '136' '135' '137' '135' '136' '136' '135' '136'],['143' '144' '143' '144' '144' '142' '143' '144' '144' '144']
0,['135' '136' '135' '137' '135' '136' '136' '135' '136' '136'],['144' '143' '144' '144' '142' '143' '144' '144' '144' '143']
0,['136' '135' '137' '135' '136' '136' '135' '136' '136' '137'],['143' '144' '144' '142' '143' '144' '144' '144' '143' '145']
0,['135' '137' '135' '136' '136' '135' '136' '136' '137' '136'],['144' '144' '142' '143' '144' '144' '144' '143' '145' '144']
0,['137' '135' '136' '136' '135' '136' '136' '137' '136' '134'],['144' '142' '143' '144' '144' '144' '143' '145' '144' '143']
0,['135' '136' '136' '135' '136' '136' '137' '136' '134' '135'],['142' '143' '144' '144' '144' '143' '145' '144' '143' '143']
0,['136' '136' '135' '136' '136' '137' '136' '134' '135' '134'],['143' '144' '144' '144' '143' '145' '144' '143' '143' '143']
0,['136' '135' '136' '136' '137' '136' '134' '135' '134' '136'],['144' '144' '144' '143' '145' '144' '143' '143' '143' '144']
0,['135' '136' '136' '137' '136' '134' '135' '134' '136' '137'],['144' '144' '143' '145' '144' '143' '143' '143' '144' '143']
0,['136' '136' '137' '136' '134' '135' '134' '136' '137' '134'],['144' '143' '145' '144' '143' '143' '143' '144' '143' '144']
0,['136' '137' '136' '134' '135' '134' '136' '137' '134' '135'],['143' '145' '144' '143' '143' '143' '144' '143' '144' '143']
0,['137' '136' '134' '135' '134' '136' '137' '134' '135' '136'],['145' '144' '143' '143' '143' '144' '143' '144' '143' '143']
0,['136' '134' '135' '134' '136' '137' '134' '135' '136' '136'],['144' '143' '143' '143' '144' '143' '144' '143' '143' '143']
0,['134' '135' '134' '136' '137' '134' '135' '136' '136' '137'],['143' '143' '143' '144' '143' '144' '143' '143' '143' '142']
0,['135' '134' '136' '137' '134' '135' '136' '136' '137' '134'],['143' '143' '144' '143' '144' '143' '143' '143' '142' '143']
0,['134' '136' '137' '134' '135' '136' '136' '137' '134' '136'],['143' '144' '143' '144' '143' '143' '143' '142' '143' '144']
0,['136' '137' '134' '135' '136' '136' '137' '134' '136' '136'],['144' '143' '144' '143' '143' '143' '142' '143' '144' '143']
0,['137' '134' '135' '136' '136' '137' '134' '136' '136' '136'],['143' '144' '143' '143' '143' '142' '143' '144' '143' '143']
0,['134' '135' '136' '136' '137' '134' '136' '136' '136' '136'],['144' '143' '143' '143' '142' '143' '144' '143' '143' '143']
0,['135' '136' '136' '137' '134' '136' '136' '136' '136' '135'],['143' '143' '143' '142' '143' '144' '143' '143' '143' '144']
0,['136' '136' '137' '134' '136' '136' '136' '136' '135' '135'],['143' '143' '142' '143' '144' '143' '143' '143' '144' '145']
0,['136' '137' '134' '136' '136' '136' '136' '135' '135' '136'],['143' '142' '143' '144' '143' '143' '143' '144' '145' '144']
0,['137' '134' '136' '136' '136' '136' '135' '135' '136' '135'],['142' '143' '144' '143' '143' '143' '144' '145' '144' '144']
0,['134' '136' '136' '136' '136' '135' '135' '136' '135' '135'],['143' '144' '143' '143' '143' '144' '145' '144' '144' '144']
0,['136' '136' '136' '136' '135' '135' '136' '135' '135' '135'],['144' '143' '143' '143' '144' '145' '144' '144' '144' '143']
0,['136' '136' '136' '135' '135' '136' '135' '135' '135' '134'],['143' '143' '143' '144' '145' '144' '144' '144' '143' '143']
0,['136' '136' '135' '135' '136' '135' '135' '135' '134' '136'],['143' '143' '144' '145' '144' '144' '144' '143' '143' '144']
0,['136' '135' '135' '136' '135' '135' '135' '134' '136' '134'],['143' '144' '145' '144' '144' '144' '143' '143' '144' '143']
0,['135' '135' '136' '135' '135' '135' '134' '136' '134' '136'],['144' '145' '144' '144' '144' '143' '143' '144' '143' '143']
0,['135' '136' '135' '135' '135' '134' '136' '134' '136' '136'],['145' '144' '144' '144' '143' '143' '144' '143' '143' '143']
0,['136' '135' '135' '135' '134' '136' '134' '136' '136' '134'],['144' '144' '144' '143' '143' '144' '143' '143' '143' '144']
0,['135' '135' '135' '134' '136' '134' '136' '136' '134' '135'],['144' '144' '143' '143' '144' '143' '143' '143' '144' '143']
0,['135' '135' '134' '136' '134' '136' '136' '134' '135' '137'],['144' '143' '143' '144' '143' '143' '143' '144' '143' '144']
0,['135' '134' '136' '134' '136' '136' '134' '135' '137' '136'],['143' '143' '144' '143' '143' '143' '144' '143' '144' '143']
0,['134' '136' '134' '136' '136' '134' '135' '137' '136' '135'],['143' '144' '143' '143' '143' '144' '143' '144' '143' '143']
0,['136' '134' '136' '136' '134' '135' '137' '136' '135' '135'],['144' '143' '143' '143' '144' '143' '144' '143' '143' '144']
0,['134' '136' '136' '134' '135' '137' '136' '135' '135' '136'],['143' '143' '143' '144' '143' '144' '143' '143' '144' '143']
0,['136' '136' '134' '135' '137' '136' '135' '135' '136' '136'],['143' '143' '144' '143' '144' '143' '143' '144' '143' '143']
0,['136' '134' '135' '137' '136' '135' '135' '136' '136' '136'],['143' '144' '143' '144' '143' '143' '144' '143' '143' '143']
0,['134' '135' '137' '136' '135' '135' '136' '136' '136' '136'],['144' '143' '144' '143' '143' '144' '143' '143' '143' '142']
0,['135' '137' '136' '135' '135' '136' '136' '136' '136' '135'],['143' '144' '143' '143' '144' '143' '143' '143' '142' '143']
0,['137' '136' '135' '135' '136' '136' '136' '136' '135' '136'],['144' '143' '143' '144' '143' '143' '143' '142' '143' '142']
0,['136' '135' '135' '136' '136' '136' '136' '135' '136' '137'],['143' '143' '144' '143' '143' '143' '142' '143' '142' '144']
0,['135' '135' '136' '136' '136' '136' '135' '136' '137' '136'],['143' '144' '143' '143' '143' '142' '143' '142' '144' '142']
0,['135' '136' '136' '136' '136' '135' '136' '137' '136' '135'],['144' '143' '143' '143' '142' '143' '142' '144' '142' '143']
0,['136' '136' '136' '136' '135' '136' '137' '136' '135' '135'],['143' '143' '143' '142' '143' '142' '144' '142' '143' '143']
0,['136' '136' '136' '135' '136' '137' '136' '135' '135' '136'],['143' '143' '142' '143' '142' '144' '142' '143' '143' '145']
0,['136' '136' '135' '136' '137' '136' '135' '135' '136' '136'],['143' '142' '143' '142' '144' '142' '143' '143' '145' '142']
0,['136' '135' '136' '137' '136' '135' '135' '136' '136' '134'],['142' '143' '142' '144' '142' '143' '143' '145' '142' '143']
0,['135' '136' '137' '136' '135' '135' '136' '136' '134' '136'],['143' '142' '144' '142' '143' '143' '145' '142' '143' '142']
0,['136' '137' '136' '135' '135' '136' '136' '134' '136' '136'],['142' '144' '142' '143' '143' '145' '142' '143' '142' '144']
0,['137' '136' '135' '135' '136' '136' '134' '136' '136' '136'],['144' '142' '143' '143' '145' '142' '143' '142' '144' '143']
0,['136' '135' '135' '136' '136' '134' '136' '136' '136' '136'],['142' '143' '143' '145' '142' '143' '142' '144' '143' '143']
0,['135' '135' '136' '136' '134' '136' '136' '136' '136' '137'],['143' '143' '145' '142' '143' '142' '144' '143' '143' '143']
